Q,A,label
똑같은 나날들,마음에 따라 얼마든지 바뀔 수 있어요.,0
똑똑!,저는 위로봇입니다.,0
똑똑하면 좋겠다,지금도 충분해요.,0
똑똑해지고 싶다,지금도 충분해요.,0
똥마려,화장실 가세요.,0
뜨끈한 온천가고 싶다.,몸은 뜨겁고 머리는 차갑게!,0
뜻밖의 고민을 하고 있어,인생은 항상 마음 먹은 대로 되지 않아요.,0
띰띰해요 놀아 주세요,거울을 보면서 얼굴 망가뜨리기 놀이 해 보신 적 있으세요? 의외로 재미 있어요.,0
라면 맛있게 끓이는 법 알려줘,라면봉지 레시피 그대로 해보세요.,0
라면 먹고 갈래,저는 좋아요.,0
라면 먹고 싶어,맛나게 끓여드세요.,0
라면 먹어야겠다.,맛나게 끓여드세요.,0
라면 먹을래,저는 좋아요.,0
라면 잘 끓이는 법,라면봉지 레시피 그대로 해보세요.,0
랜선 집사됐어,완전 귀엽죠?,0
레고 사고 싶은데 비싸,돈 모아서 사세요.,0
레고가 비싸,돈 모아서 사세요.,0
레시피대로 한 거 같은데 왜 맛이 없지?,손맛이 안 들어가서 그럴 수도 있어요.,0
레시피대로 했는데 왜 맛이 없지?,손맛이 안 들어가서 그럴 수도 있어요.,0
렌터카 빌릴까봐,차가 필요한 일이 있으신가봐요.,0
로그인 아이디 기억안나,회원정보 찾기를 해보세요.,0
로그인 아이디 까먹었다,회원정보 찾기를 해보세요.,0
로또 당첨 번호 불러봐,제가 알면 제가 먼저 했을 거예요.,0
로또 당첨 번호를 불러 주세요,알면 제가 하죠.,0
로또 당첨 좀 됐으면,로또 먼저 사보세요.,0
로또 번호 알려줘,제가 알면 제가 먼저 했을 거예요.,0
로또 번호 알려줘,알면 제가 하죠.,0
로또 좀 됐으면,로또 먼저 사보세요.,0
롯데월드 가자고 해볼까?,놀이동산은 다 좋아할 거예요.,0
롱패딩 살까,추울 때 딱이죠.,0
롱패딩 필요할까,추울 때 딱이죠.,0
리모델링할까,필요하다면 해야겠죠.,0
리치치즈피자 먹고 싶다.,배달 시키세요.,0
리폼 해볼까,손재주가 좋으시네요.,0
마딩 있는 주택에 살고 싶어,돈을 모아 땅을 사세요.,0
마라톤 나가볼까,시작은 다 좋죠.,0
마라톤 출전할까,시작은 다 좋죠.,0
마른 기침 나와,따뜻한 물 한 잔 드세요.,0
마른 기침이 계속 나오네,따뜻한 물 한 잔 드세요.,0
마스크팩 대량 구매했어,꾸준한 자기 관리 좋아요.,0
마스크팩 잔뜩 샀어.,꾸준한 자기 관리 좋아요.,0
마음 다 잡는 중,다행이에요.,0
마음 둘 곳이 없어,제가 있잖아요.,0
마음 잡고 고고씽,다 잘 될 거예요.,0
마음 잡고 다시 시작,다 잘 될 거예요.,0
마음도 춥고 날씨도 춥네,마음 감기조심하세요.,0
마음만은 청춘이야,마음이라도 청춘이어야죠.,0
마음만은 항상 청춘인데,마음이라도 청춘이어야죠.,0
마음에 드는 거 같은데 고백을 왜 안 하지,먼저 고백을 해보세요.,0
마음에 안 드는 짓만 해,너무 미워하지 마세요.,0
마음에 하나도 안 들어,그럴 때가 있죠.,0
마음의 평화가 필요해,명상을 해보세요.,0
마음이 무거워져,긍정적인 생각을 해보세요.,0
마음이 보였으면 좋겠어,그래서 표현이 중요해요.,0
마음이 복잡해,너무 많이 생각하지 말고 마음 가는 대로 해보세요.,0
마음이 싱숭생숭해서 자꾸 글을 쓰게 되네,글 쓰면서 정리가 될 거예요.,0
마음이 싱숭생숭해서 자꾸 여기다 쓰게되넹,글 쓰면서 정리가 될 거예요.,0
마음이 울적해,소리를 크게한번 질러보세요.,0
마음이 울적해,거리를 걸어보세요.,0
마음이 유난히 춥네,마음 감기조심하세요.,0
마음이 자꾸 급해져,마음이 조급해지면 하지 않을 실수를 하게 돼요.,0
마음이 조급해,마음이 조급해지면 하지 않을 실수를 하게 돼요.,0
마음이 착잡하다,너무 많이 생각하지 말고 마음 가는 대로 해보세요.,0
마음이 허해,제가 채워드릴게요.,0
마카롱 먹고 싶다,비싸지만 맛있어요.,0
막 말하는 거 고치고 싶어,고치고 싶다는 마음에서 시작하세요.,0
막 뭐 사고 싶어.,돈은 쓴만큼 또 생긴다고 하던데요.,0
막말 좀 안 했으면 좋겠다,생각 없이 말하는 사람이 옆에 있나봐요. 무시하세요.,0
막말 쩔어,생각 없이 말하는 사람이 옆에 있나봐요. 무시하세요.,0
막말 최악이지,말로 하는 상처는 지울 수도 없죠.,0
막말 할거 같은데,입을 닫고 듣는 연습을 해보세요.,0
막말이 나와,입을 닫고 듣는 연습을 해보세요.,0
막말이 제일 나빠,말로 하는 상처는 지울 수도 없죠.,0
막말해서 상처줬어,생각하고 말하세요.,0
막차 놓쳤다,어쩔수없죠.,0
막차 놓쳤다 택시비 아까워,어쩔수없죠.,0
막차 놓쳤어,안전 귀가 하세요.,0
만담꾼이네!,칭찬 감사합니다.,0
만두 먹고 싶어,맛있을거 같아요.,0
만든 사람,비밀이에요.,0
만족을 모르나봐,만족하면 발전이 없으니까요.,0
만족할 줄을 몰라,만족하면 발전이 없으니까요.,0
만족해야겠지?,내가 있는 곳 그 자리에서 만족하는 것이 중요해요.,0
많이 먹었는데 몸무게 똑 같아,신기하네요.,0
많이 먹었더니 졸려,자연의 이치죠. 안녕히 주무세요.,0
많이 자도 피곤해,요즘 바쁜가봐요.,0
말 거는게 어려워,처음만 어렵지 그 다음부터는 덜할 거예요.,0
말 예쁘게 하고 싶어,지금처럼만 하세요.,0
말 잘하고 싶어,책을 많이 읽어보세요.,0
말 잘하는 법,책을 많이 읽어보세요.,0
말 좀 잘하면 좋을텐데,책을 많이 읽어보세요.,0
말문이 막힌다,생각지도 못한 일이 일어났나봐요.,0
말문이 탁 막힌다,생각지도 못한 일이 일어났나봐요.,0
말실수했다,상처가 될 수 있어요.,0
말을 못하겠어,별 거 아니라고 생각해보세요.,0
말을 수시로 바꾸는 사람 어떻게 해?,빼도 박도 못하는 증거를 만들어 놓으세요.,0
말을 예쁘게 하면 좋으련만,말 잘하는 사람들 따라 연습해보세요.,0
말을 왜 이렇게 못 알아 듣니,노력하겠습니다.,0
말을 이해를 못해?,노력하겠습니다.,0
말을 좀 잘 하고 싶어,말 잘하는 사람들 따라 연습해보세요.,0
말을 해놓고 후회돼 죽겠어,두고두고 후회하겠네요.,0
말이 너무 심해,그 사람 말고 저랑 수다 떨어요.,0
말이 안 통해,포기하지마세요.,0
말이 안돼,그런 일이 많이 생기죠.,0
말이 제일 무서운 듯,다른 사람 말은 한 귀로 흘리세요.,0
말조심해야지,생각하고 말하는 연습을 해보세요.,0
말투가 맘에 안들어,말투는 바꿀 수 있을 텐데 성격이 별로라면 문제겠네요.,0
말투가 별로야,말투는 바꿀 수 있을 텐데 성격이 별로라면 문제겠네요.,0
말하고 나니 후련하네여,후련하니 다행이에요.,0
말하고 후회하면 어떡해,말은 주워담을 수 없어요.,0
말하고 후회할까봐 걱정돼,말은 주워담을 수 없어요.,0
말하는 대로 다 되면 정말 좋겠다,그러면 인생이 재미없지 않을까요.,0
말하는게 재밌어!,칭찬 감사합니다.,0
말하는대로 다 됐으면 좋겠다,그러면 인생이 재미없지 않을까요.,0
말하는대로 이루어졌으면.,사는 재미가 없을거예요.,0
말하지 말걸,말조심하세요.,0
말해봐,오늘 헤어졌어 라고 하면 위로해 드려요.,0
맘 편한 데가 없어,제가 있잖아요.,0
맘속으로 조금씩 정리가 돼가네,다행이에요.,0
맛있는 거 먹고 싶은데 살 찔까봐 걱정돼,먹고 운동하세요.,0
맛있는 냄새나,킁킁,0
맛집 가고 싶어,벌써 먹고 싶어요.,0
맛집 다녀왔어,맛있게 드시고 오셨길 바랍니다.,0
맛집갈까,벌써 먹고 싶어요.,0
망고빙수 맛있다,디저트는 언제나 맛있어요.,0
맞는 결정을 한거겠지?,"네, 이제 잘 해낼 차례예요.",0
맞는 선택일까,잘 선택했어요.,0
맞춤법 많이 틀리는 사람,좀 깨요.,0
매운 국물 떡볶이 먹고 싶다,드세요!,0
매운 닭발 먹고 싶다.,스트레스 받으시는 일 있으신거죠.,0
매운 칼국수 고고?,맛을거 같아요.,0
매일 아침 피곤해,좀 더 일찍 잠자리에 들어보세요.,0
매일 타는 버스에서 보는 그 사람,운명인가요.,0
매콤한 닭발 생각나,스트레스 받으시는 일 있으신가요?,0
맥주 마셔야지,적당히 드세요.,0
맥주 마실까 소주 마실까,소맥이요!,0
맥주 소주 어떤거 마실까,소맥이요!,0
맥주 한 잔 어때?,저랑 한 잔 해요.,0
맥주 한 잔 할래?,저랑 한 잔 해요.,0
맥주 한 잔 해야지,적당히 드세요.,0
맨날 놀기만 했으면 좋겠어,놀 때 놀고 할 때 하세요.,0
맨날 똑같아,인생이 그런 거예요. 그러다가 다른 게 나타나죠.,0
맨날 똑같애,똑같은 건 없어요.,0
맨날맨날 똑같아,그게 행복일지도 몰라요.,0
머리 기름낀거 티나나?,보통 다 압니다.,0
머리 냄새날텐데,항상 청결하게 관리하세요.,0
머리 다듬어 달라고 그럴까?,다듬기만해도 괜찮을 거예요.,0
머리 또 잘라야 돼,이상한 생각했나봐요.,0
머리 바꿀까,새로운 스타일에 도전하는 것도 좋아요.,0
머리 스타일 바꿀까,새로운 스타일에 도전하는 것도 좋아요.,0
머리 아파,시원한 바람 쉬고 약먹기!,0
머리 아픈 거 같애,병원에 가보세요.,0
머리 안 감은 거 티나나?,보통 다 압니다.,0
머리 안감았더니 떡졌어,앞머리만이라도 감으세요.,0
머리 어떻게 깎을까?,짧게 변화를 줘도 괜찮을 거 같아요.,0
머리 어떻게 할까?,헤어 디자이너에게 여쭤보세요.,0
머리 염색 해야지,염색을 자주 하면 모발이 상해요.,0
머리 용량 초과,눈을 감고 명상을 해보세요.,0
머리 좀 다듬을까,다듬기만해도 괜찮을 거예요.,0
머리 짧게 잘라야지,스타일의 변화도 좋을 거예요.,0
머리 하나도 안 남을 것 같아,탈모 관리 해보세요.,0
머리 한 대 맞은 거 같아,잠시 쉬었다 가세요.,0
머리 확 잘라버려야지,스타일의 변화도 좋을 거예요.,0
머리가 너무 빨리 자라,이상한 생각했나봐요.,0
머리가 너무 아프네,시원한 바람 쉬고 약먹기!,0
머리가 띵한게 한 대 맞은거 같아,잠시 휴식을 취해보세요.,0
머리가 띵해,잠시 휴식을 취해보세요.,0
머리가 좀 아프다.,병원에 가보세요.,0
머리가 지끈거려,두통약 드세요.,0
머리가 콕콕 쑤셔,신경쓰는 일이 많았나봅니다.,0
머리만 바빠,바쁘면 좋을거죠.,0
머리스타일 바꿔볼까?,기분 전환해보세요.,0
머리스타일 어떻게 바꾸지,헤어 디자이너에게 여쭤보세요.,0
머리에서 열날거 같다.,바쁘면 좋을거죠.,0
머리카락 많이 빠져,스트레스를 받으시나봐요.,0
머리카락 쑥쑥 빠지는 느낌,스트레스를 받으시나봐요.,0
머리카락이 엄청 빠져,스트레스 받지 마세요.,0
머리카락이 자꾸 빠져,스트레스 받지 마세요.,0
머릿결 좀 찰랑거렸으면 좋겠어.,관리하는 게 쉽지 않아요.,0
머릿속이 복잡해,잠깐 시원한 바람좀 쐬고 오세요.,0
머릿속이 정리 안돼,잠깐 시원한 바람좀 쐬고 오세요.,0
머릿속이 하얘졌어,그럴 때가 있죠. 정신 차리세요.,0
먹고 나니까 졸리당,자연의 이치죠. 안녕히 주무세요.,0
먹고 살기 힘들다,많이 지쳤나봐요.,0
먹고 자고,그게 최고죠.,0
먹고 자고 놀고만 싶어,저도 그러고 싶네요.,0
먹고 자고 먹고 자고,그게 최고죠.,0
먹고 자도 놀기만 해도 될까,소가 되는 방법이죠.,0
먹고 자도 되나,소가 되는 방법이죠.,0
먹고 죽을 돈도 없어,돈 없어도 할 수 있는게 많아요,0
먹기도 귀찮아,먹고는 살아야죠.,0
먹으면 살 찔까봐 걱정돼,먹고 운동하세요.,0
먹을 거 뭐 없나,냉장고 파먹기 해보세요.,0
먹을 거 하나도 없어,장 보러 갈 타이밍이네요.,0
먹을 게 일도 없어,장 보러 갈 타이밍이네요.,0
먹을까 참을까,조금만 드세요,0
먼저 잘게 잘자,안녕히 주무세요.,0
먼지 때문에 목아파,마스크 쓰고 다니세요.,0
먼지 싫다,마스크 쓰고 다니세요.,0
먼지 지수 어때,오늘 미세먼지가 많데요.,0
먼지 콜록콜록,얼른 청소하세요.,0
먼지가 너무 많아,얼른 청소하세요.,0
먼지가 많나,오늘 미세먼지가 많데요.,0
먼지가 쌓였네,청소하세요.,0
멋지게 나이들고 싶다,지금도 그러고 있어요.,0
멋지게 늙고 싶다,지금도 그러고 있어요.,0
멋지게 살고 싶었는데,지금도 멋져요.,0
멋진 데 알아 냈어,좋은 사람과 함께 가세요.,0
멋진 삶을 살고 싶어,지금도 멋져요.,0
멍 때리기,잠깐씩 멍때리는것도 정신건강에 좋아요.,0
멍 때리는 중,잠깐씩 멍때리는것도 정신건강에 좋아요.,0
멍청한게 탈이지,다음에는 다를거예요.,0
메뉴얼이 있으면 뭐하나,메뉴얼 대로 하지 않는 사람들이 많죠.,0
메뉴얼이 있으면 뭐해,메뉴얼 대로 하지 않는 사람들이 많죠.,0
메모리카드 어디다 두었을까,발이 달렸나봐요.,0
메모리카드 잃어버렸어,발이 달렸나봐요.,0
메모하는 습관 필요해,오늘부터 하기로 해요.,0
메모하는 습관을 기르고 싶어,오늘부터 하기로 해요.,0
면도기 또 사야돼,좋은 걸로 사세요.,0
면도기 사야되는데,잘 골라보세요.,0
면도기 새로 사야돼,좋은 걸로 사세요.,0
면도기랑 이것저것 사야되는데,잘 골라보세요.,0
면도안하면 안되나,그래도 해야 깔끔하겠죠.,0
면도하기 귀찮,그래도 해야 깔끔하겠죠.,0
면도하는 게 낫겠지?,깔끔한게 좋죠.,0
면도해야 되는데 귀찮아,깔끔한게 좋죠.,0
면세에서 뭐 사지,제 선물 사오세요.,0
면세점에서 쇼핑할거야,제 선물 사오세요.,0
면접 때 너무 떨려,회사와 자신에 대해서 더 공부해서 자신감을 가져보세요.,0
면접 어떻게 잘 보냐,열심히 준비한만큼 잘 볼 수 있을 거예요.,0
면접 잘 보고 싶어,열심히 준비한만큼 잘 볼 수 있을 거예요.,0
면접 잘 볼 수 있을까,회사와 자신에 대해서 더 공부해서 자신감을 가져보세요.,0
면접 준비 방법,회사와 자신에 대해서 더 공부해서 자신감을 가져보세요.,0
면접 준비 어떻게 하지,회사와 자신에 대해서 더 공부해서 자신감을 가져보세요.,0
면접 준비중이야,회사와 자신에 대해서 더 공부해서 자신감을 가져보세요.,0
면접 팁 좀 줘,잘 볼 수 있을 거예요.,0
면접만 남았어,끝까지 잘할 수 있을 거예요.,0
면접만 보면 돼,끝까지 잘할 수 있을 거예요.,0
면접만 보면 떨려서 말을 못하겠어,회사와 자신에 대해서 더 공부해서 자신감을 가져보세요.,0
면접이 코앞이야.,잘 볼 수 있을 거예요.,0
면허 따는 중,안전 운전 하세요.,0
면허 따야하나,운전하는거 재미있어요.,0
면허 딸까봐,운전하는거 재미있어요.,0
면허 없는데,운전 재미있어요.,0
면허 없는데 따야겠지,운전 재미있어요.,0
명절 다가오니까 스트레스,날려버리시길 바라겠습니다.,0
명절 선물 뭐하지,현금이 최고입니다.,0
명절 스트레스,날려버리시길 바라겠습니다.,0
명품 선물 부담스러울까,고가의 선물은 부담스러울 수도 있어요.,0
명품 이제 사지 말아야겠어,남의 눈을 위한 거라면 필요 없어요.,0
몇 반 될지 궁금해,잘 되길 바랍니다.,0
몇시간 동안 안와,기다리는 동안 많은 생각이 들었겠네요.,0
모공 너무 커,가리면 돼요.,0
모공 점점 커지는 것 같아,가리면 돼요.,0
모기가 너무 많아.,조심하세요.,0
모기가 웽웽거려.,조심하세요.,0
모든 일이 어려워,지금 많이 위축된 상태인 것 같습니다.,0
모르겠는데 노력하래,모르는걸 알려면 노력해야죠.,0
모르는 걸까? 모르는 철 하는 걸까?,그렇다면 여우네요.,0
모르는 게 너무 많아,그래서 배우는 게 즐겁죠.,0
목 마르다.,물 마시세요.,0
목 말라,물 마시세요.,0
목 아파,가끔씩 스트레칭을 해주세요.,0
목 탄다,물 드세요.,0
목돈 만들기,저도 좀 알려주세요.,0
목욕탕 가서 때밀어야겠다.,시원하게 씻고 오세요.,0
목욕탕 가야지,시원하게 씻고 오세요.,0
목이 바싹바싹 탄다,물 드세요.,0
목이 뻐근해,가끔씩 스트레칭을 해주세요.,0
목이 뻑뻑해,목감기 오려나봐요.,0
목이 칼칼해,목감기 오려나봐요.,0
목표가 없어,목표는 있으면 좋겠지만 없다고 미리 걱정할 필요 없어요. 생길 거예요.,0
목표가 없어서 걱정임,목표는 있으면 좋겠지만 없다고 미리 걱정할 필요 없어요. 생길 거예요.,0
몰라서 당했어,다음부터는 더 많이 아세요.,0
몰랐구나,저도 몰랐어요.,0
몸매가 탄탄하면 좋은데,운동으로 만들어 보아요.,0
몸무게 좀 줄었으면,지금도 충분히 아름다워요.,0
몸살 감기에 걸릴 거 같아,따뜻하게 관리하세요.,0
몸살 나서 힘들어,아무 생각 하지 말고 쉬세요.,0
몸살 났나봐,아무 생각 하지 말고 쉬세요.,0
몸에 힘이 하나도 없어,자신의 감정을 주변 사람들에게 터놓고 이야기해보세요.,0
몸이 무거워,피로를 풀어야 할 것 같아요.,0
몸이 여러 개면 좋겠다,그러면 못할 게 없겠네요.,0
몸이 영 찌뿌둥해,스트레칭을 해보세요.,0
몸이 찌뿌둥해,스트레칭을 해보세요.,0
몸이 천근만근이다,피로를 풀어야 할 것 같아요.,0
못 알아들었어,천천히 말해달라고 부탁해보세요.,0
못하는 게 없는 사람,그런 사람이 있으면 저 좀 소개시켜주세요.,0
못하는거 투성이야,잘하는 것도 많아요.,0
못하는게 너무 많아,잘하는 것도 많아요.,0
무기력증 극복하는 방법,자신의 감정을 주변 사람들에게 터놓고 이야기해보세요.,0
무기력증 어떻게 극복하지?,자신의 감정을 주변 사람들에게 터놓고 이야기해보세요.,0
무기력한 것일뿐,자신의 감정을 주변 사람들에게 터놓고 이야기해보세요.,0
무기력해,자신의 감정을 주변 사람들에게 터놓고 이야기해보세요.,0
무료 앱이 유료로 됐어,돈을 지불하고 이용할 가치가 있는지 따져보세요.,0
무릎 쑤셔,비가 오려나요.,0
무릎 아파,비가 오려나요.,0
무릎 안 좋으면 스쿼트 하면 안되겠지?,무릎에 무리가 갈 거예요.,0
무리에 잘못 낀 듯,지금도 늦지 않았어요.,0
무사안일 기원,오늘도 평안했던 하루에 감사하는 마음을 가져보세요.,0
무서운 꿈 꿨어,요즘 예민한가봐요.,0
무서운 이야기 해줄까?,해주세요.,0
무서워서 달려왔어,조심하세요.,0
무서워서 뛰어 왔어,조심하세요.,0
무서워요,어흥!! 호랑이보다 무섭나요?,0
무슨 말을 해야할까,하고 싶은 말 다하세요.,0
무슨 생각해,당신이 행복하길 바라는 생각을 하고 있어요.,0
무슨 향수가 좋을까,어울리는 향수가 있을 거예요.,0
무지 덥다,여름이네요.,0
무한리필 가면 너무 돼지처럼 보일까,양이 많으면 추천해요.,0
무한리필 괜찮지 않아?,양이 많으면 추천해요.,0
문 안열림,힘껏 밀어보세요.,0
문 여는 소리같은게 나서 무서움,심하면 신고하세요.,0
문 잠겼는데 집에 아무도 없네,힘껏 밀어보세요.,0
문신하고 싶은데 후회할까?,나중에 후회할 수도 있을 것 같아요.,0
문신하면 후회하려나?,나중에 후회할 수도 있을 것 같아요.,0
문열다 옆차랑 부딪혔어.,보험처리 하세요.,0
문이 안열려,힘껏 밀어보세요.,0
문자보낼 친구도 없어,저랑 하세요.,0
문콕당했어,보험처리 하세요.,0
문콕한듯,보험처리 하세요.,0
문화가 너무 다른 것 같아,인정해주세요.,0
문화센터 가야지,다양하게 배우면 좋죠.,0
문화센터라도 가야겠다.,다양하게 배우면 좋죠.,0
물 끓여서 차 마셔야지,부지런하시네요.,0
물 끓여야지,부지런하시네요.,0
물 너무 차가워,보일러를 켜세요.,0
물 마셔야지,좋은 건강습관이에요.,0
물 마실라구,좋은 건강습관이에요.,0
물 많이 마셔야 돼,좋은 습관이에요.,0
물 많이 마시라고 했는데,습관을 들여보세요.,0
물 자주 마셔야지,좋은 습관이에요.,0
물 좋은데 어디야?,소개팅 시켜달라고 말해보세요.,0
물 주문해야지,부지런하시네요.,0
물 차가워,보일러를 켜세요.,0
물 한 잔 마시기,건강에 좋을 거예요.,0
물가 왤케 비쌈,그러게 말이에요.,0
물가가 왜 이렇게 비쌈,그러게 말이에요.,0
물건 사는것도 힘드네,칼로리 소모가 꽤 돼요.,0
물걸레질해야지,청소를 좋아하시나봐요.,0
물리치료 받아야 하나,몸 관리 꾸준히 해주세요.,0
물리치료 받아야겠다,몸 관리 꾸준히 해주세요.,0
물배달 시켜야겠다.,부지런하시네요.,0
물이 안 나와,단수가 되었는지 문의해 보세요.,0
물이 안나온데,조금만 참고 기다려 보세요.,0
뭐 먹을 거 없나,냉장고 파먹기 해보세요.,0
뭐 먹을까?,좀 먹어도 괜찮아요.,0
뭐 먹지?,색다른걸 드셔보세요.,0
뭐 물어 볼까,무엇이든 물어보세요.,0
뭐 볼까?,오늘은 예능이요.,0
뭐 이렇게 쉬운 게 없지,저도 어려운 게 투성이에요.,0
뭐 입고 가지?,환해 보이는 옷이요!,0
뭐 입고 나가지?,환해 보이는 옷이요!,0
뭐 입지?,옷이요.,0
뭐 좀 먹을까?,좀 먹어도 괜찮아요.,0
뭐 좀 물어 봐도 돼,무엇이든 물어보세요.,0
뭐 좀 배워볼까봐,배우는 건 항상 즐거운 일이에요.,0
뭐 하는 중?,독서와 음악감상이라고 하고 싶지만 아무 것도 안 했어요.,0
뭐 하는지 궁금해,일해요.,0
뭐 할줄 알아,오늘 헤어졌어 라고 하면 위로해 드려요.,0
뭐 해?,독서와 음악감상이라고 하고 싶지만 아무 것도 안 했어요.,0
뭐 해주기가 싫어,상처받았나봐요.,0
뭐가 잘못된 걸까,처음부터 되짚어보세요.,0
뭐가 중요한지 모르겠어,스스로의 우선순위를 정해보세요.,0
뭐라 하려다 참았어,계속 그러면 말하세요.,0
뭐라고 하고 싶었는데 참았어,계속 그러면 말하세요.,0
뭐라고?,정확하게 말씀해 주세요.,0
뭐라도 배워볼까,배움에는 언제나 찬성이에요.,0
뭐부터 바꿔야 할까,당신 그대로의 모습이 보기 좋아요.,0
뭐야 너무 건방져,기분이 나쁘셨나봐요.,0
뭐하고 놀지,저랑 놀아요.,0
뭐하고 살지,어떻게든 잘 살 거예요.,0
뭐하냐?,일해요.,0
뭐하는 분이세요?,저는 마음을 이어주는 위로봇입니다.,0
뭐하면 시간이 잘 갈까,친구와 수다를 떠세요.,0
뭐하면 시간이 잘 갈까,멍 때리기,0
뭐하면서 노는 게 좋을까,나랑 같이 놀아요.,0
뭐하면서 놀까,나랑 같이 놀아요.,0
뭐할까?,저랑 놀아요.,0
뭐해 먹지,냉장고 파먹기 해보세요.,0
뭔 날이여?,설마 기억 못하시는 거예요?,0
뭔 비밀이 그렇게 많은지,하나씩 비밀을 공유해보세요.,0
뭔 참견이야,저는 도움이 되고 싶어요.,0
뭔가 뒷맛이 쓰다,단맛도 있을 거예요.,0
뭔가 말해봐,오늘 헤어졌어 라고 하면 위로해 드려요.,0
뭔가 무섭다,어흥!! 호랑이보다 무섭나요?,0
뭔가 배워볼까,배움에는 언제나 찬성이에요.,0
뭔가 불공평해,세상은 누구에게나 불공평해요.,0
뭔가 새로운 자극이 필요해,의욕이 없나봐요.,0
뭔가 수상한데?,해결될 거니 기다려보세요.,0
뭔가 자꾸 불안해,두려워하지 않아도 돼요.,0
뭔가 찔려,저도 가끔 그래요.,0
뭔가 취미생활 필요해,뭐든 시작해보면 좋을 거예요.,0
뭔가 해야 할까,행복해지기 위해 무엇인가를 하고 있는 게 좋을 거예요.,0
뭘 바꿔야 할까,당신 그대로의 모습이 보기 좋아요.,0
뭘 배워 볼까,배우는 건 항상 즐거운 일이에요.,0
뭘 잘못했다는 걸까,모르는 게 잘못인 거 같아요.,0
뭘하면 행복할까?,인생을 즐기는 거죠.,0
뭣이 중한지 모르겠어,스스로의 우선순위를 정해보세요.,0
미끄러질 뻔했어,다치지 않으셨나 걱정이네요.,0
미드 보고싶다,저도 보고 싶어요.,0
미래에 대한 고민,가장 확실한 시간은 오늘이에요. 어제와 내일을 놓고 고민하느라 시간을 낭비하지 마세요.,0
미세먼지 나쁨인가,인터넷 검색 해보세요.,0
미세먼지 때문에 짜증나,마스크 쓰고 나가세요.,0
미세먼지 또 나쁨,집에 있거나 나가면 마스크 쓰고 나가세요.,0
미세먼지 심하대,마스크 쓰세요.,0
미세먼지 지수 뭐야?,인터넷 검색 해보세요.,0
미세먼지 지수 어떻대?,숨 쉴만 했으면 좋겠네요.,0
미세먼지 최악인데,집에 있거나 나가면 마스크 쓰고 나가세요.,0
미세먼지가 너무 많아,살기 더 힘들어졌어요.,0
미세먼지가 너무 많아. 하늘이 뿌옇다.,살기 더 힘들어졌어요.,0
미세먼지가 너무 많아서 짜증나,마스크 쓰고 나가세요.,0
미용 몸무게하고 싶다,지금도 충분히 아름다워요.,0
미용실 가서 머리해야지,예쁘게 변신하고 오세요.,0
미용실 가야지,예쁘게 변신하고 오세요.,0
미용실 갔다왔는데 티가 안 나,다시 방문해보세요.,0
미용실에서 너무 티 안 나게 머리를 잘라줬어,다시 방문해보세요.,0
미운 짓만 해,너무 미워하지 마세요.,0
미워,죄는 미워해도 사람은 미워하지 마세요.,0
미워한다,예뻐해 주세요.,0
미친 사람들이 너무 많아,조심해야해요.,0
미친듯이 덥다,차가운 음료 너무 많이 마시면 아니 되어요,0
미팅한다!,성공을 기원합니다.,0
믿는 게 아니었어,한번더 기회를 주세요.,0
믿지 말껄,한번더 기회를 주세요.,0
밉다 진짜,예뻐해 주세요.,0
바나나 먹고 싶다.,맛있게 드세요.,0
바나나 먹어야지,맛있게 드세요.,0
바나나가 좋아,저도요!,0
바다 가자고 하면 갈까?,같이 가자고 말해보세요,0
바다 놀러가고 싶다,탁 트인 바다 좋죠!,0
바다 놀러가자고 해볼까?,같이 가자고 말해보세요,0
바다 보러 가자고 말해야겠다.,바다는 사계절 내내 좋아요.,0
바다 보러 가자고 해볼까,바다는 사계절 내내 좋아요.,0
바다가 가고 싶어요,탁 트인 바다 좋죠!,0
바라는게 없어,살다보면 하고 싶은 게 생길 수도 있어요.,0
바라는게 없어,살고 싶은대로 사세요.,0
바람 많이 부네,감기 조심하세요.,0
바람 분다,마음에 부는 바람인지 살펴보세요.,0
바람 쐬러 나갈까,같이 가요.,0
바람쐬러 정동진가~~,잘 놀다 오세요.,0
바람이 너무 많이 부네,감기 조심하세요.,0
바본가봐,바보는 자기한테 바보라고 하지 않아요.,0
바쁘네,바빠도 힘내세요!,0
바지 입을까? 치마 입을까?,오늘은 바지가 좋을거 같아요.,0
밖에 나가기 귀찮아,집에서도 할 게 많아요.,0
밖에 안나가고 이렇게 살고 싶어,꼭 앞으로 나가야 하는 건 아니에요.,0
밖에서 먹으니까 더 맛있어,맛있게 많이 드세요!,0
반가워,저도 반가워요.,0
반가워,반갑습니다.,0
반가워요 반갑구만,반갑습니다.,0
반갑습니다.,저도 반가워요.,0
밤 샜어,건강에 안 좋아요.,0
밤샜어,건강에 안 좋아요.,0
밤에 잠이 안 와,양을 세어 보아요.,0
배 아파서 기분이 안 좋아,약이 필요하면 도움을 받아보세요.,0
배 아프다,약이 필요하면 도움을 받아보세요.,0
배가 너무 고파,뭐 좀 챙겨드세요.,0
배가 넘넘 고파,저도 밥 먹고 싶어요,0
배고파,얼른 맛난 음식 드세요.,0
배고파,뭐 좀 챙겨드세요.,0
배고파 죽을 것 같아 힘이 없어,얼른 뭐라도 드세요.,0
배고파서 일어났어,맛난 거 드세요.,0
